id_incidencia,uuid_origen,codi_centre,codi_tipus,nif_empresa,id_data_obertura,id_data_restabliment,estat,canal_entrada,codi_sla,data_obertura,data_assignacio,data_restabliment,data_resolucio_definitiva,data_limit_sla,num_incidencies,cost_estimat,cost_real,cost_ma_obra,cost_materials,num_actuacions,hores_treball,hores_fins_restabliment,hores_fins_definitiva,sla_hores,requereix_seguretat,interromp_activitat,compleix_sla,ha_calgut_reparacio_posterior,esta_tancada,compleix_sla_int,esta_tancada_int
9036,a35ad9d9-7bb0-b8af-a390-1e3a1a2d9b96,08006118,ELE-004,B61234567,20250425,20250425.0,TANCADA,WEB,NORMAL,2025-04-25 10:20:00+00:00,2025-04-25 13:20:19.132830+00:00,2025-04-25 15:11:24.921622+00:00,2025-04-25 15:11:24.921622+00:00,2025-04-30 10:20:00+00:00,1,178.71,178.71,103.65,75.06,1,4.72,4.8569226727777774,4.8569226727777774,120,False,False,True,False,True,1.0,1
9038,ef12c464-1499-b9d7-52dd-5915e4c68c03,08006118,ELE-002,B61234567,20230922,20230923.0,TANCADA,TELEFON,NORMAL,2023-09-22 12:43:00+00:00,2023-09-22 14:58:37.906618+00:00,2023-09-23 23:01:21.579154+00:00,2023-09-23 23:01:21.579154+00:00,2023-09-27 12:43:00+00:00,1,100.24,100.24,58.14,42.1,1,1.62,34.30599420944444,34.30599420944444,120,False,False,True,False,True,1.0,1
9039,9d156bde-15ba-9d1c-9289-b727394ffbd7,08006118,FUS-004,B61234567,20240319,20240319.0,TANCADA,TELEFON,NORMAL,2024-03-19 15:44:00+00:00,2024-03-19 18:38:20.321680+00:00,2024-03-19 19:22:58.944672+00:00,2024-03-19 19:22:58.944672+00:00,2024-03-24 15:44:00+00:00,1,142.53,142.53,82.67,59.86,1,8.28,3.6497068533333334,3.6497068533333334,120,False,False,True,False,True,1.0,1
9040,4bda9d26-2737-0913-a505-576bffb72560,08006118,CLI-003,B61234567,20231220,20231222.0,RESOLTA,TELEFON,NORMAL,2023-12-20 08:09:00+00:00,2023-12-20 14:03:18.901510+00:00,2023-12-22 12:23:23.460870+00:00,2023-12-22 12:23:23.460870+00:00,2023-12-25 08:09:00+00:00,1,458.47,458.47,265.91,192.56,1,3.86,52.239850241666666,52.239850241666666,120,False,False,True,False,True,1.0,1
9042,29acc658-0f1f-6ef5-2ff1-e4ea21a63e7e,08006118,ELE-002,B61234567,20241230,20250107.0,TANCADA,TELEFON,NORMAL,2024-12-30 08:01:00+00:00,2024-12-30 08:49:49.011530+00:00,2025-01-07 06:43:56.561111+00:00,2025-01-07 06:43:56.561111+00:00,2025-01-04 08:01:00+00:00,1,145.25,145.24,84.24,61.0,1,6.56,190.71571141972223,190.71571141972223,120,False,False,False,False,True,0.0,1
9046,143221fb-af84-0ad9-efda-ab6b9c543420,08006118,FUS-001,B61234567,20260309,20260313.0,TANCADA,SENSOR,NORMAL,2026-03-09 10:40:00+00:00,2026-03-09 15:04:47.900718+00:00,2026-03-13 03:08:32.598575+00:00,2026-03-13 03:08:32.598575+00:00,2026-03-14 10:40:00+00:00,1,106.53,106.53,61.79,44.74,1,1.79,88.47572182638889,88.47572182638889,120,False,False,True,False,True,1.0,1
9047,eb04fc0a-3cc4-364b-17e9-8d9a69b49db5,08006118,CLI-002,B61234567,20240108,20240111.0,TANCADA,TELEFON,NORMAL,2024-01-08 08:06:00+00:00,2024-01-08 11:47:02.995448+00:00,2024-01-11 10:17:19.539199+00:00,2024-01-11 10:17:19.539199+00:00,2024-01-13 08:06:00+00:00,1,187.24,187.24,108.6,78.64,1,6.17,74.18876088861111,74.18876088861111,120,False,False,True,False,True,1.0,1
9048,778fe01c-524c-9dfb-91b2-ec461d11a953,08006118,CLI-002,B61234567,20231219,20231221.0,TANCADA,TELEFON,NORMAL,2023-12-19 07:10:00+00:00,2023-12-19 11:53:21.379731+00:00,2023-12-21 03:14:40.680836+00:00,2023-12-21 03:14:40.680836+00:00,2023-12-24 07:10:00+00:00,1,172.41,172.41,100.0,72.41,1,2.16,44.07796689888889,44.07796689888889,120,False,False,True,False,True,1.0,1
9049,da5f9474-28e8-a175-5675-49cee64162d2,08006118,FON-003,B61234567,20241202,20241211.0,RESOLTA,WEB,NORMAL,2024-12-02 14:49:00+00:00,2024-12-02 20:14:24.970853+00:00,2024-12-11 08:56:47.449777+00:00,2024-12-11 08:56:47.449777+00:00,2024-12-07 14:49:00+00:00,1,128.51,128.51,74.54,53.97,1,3.57,210.1298471602778,210.1298471602778,120,False,False,False,False,True,0.0,1
9050,35229429-827c-783a-6c57-af101cb397f3,08006118,CLI-001,B61234567,20250515,20250523.0,RESOLTA,TELEFON,NORMAL,2025-05-15 08:57:00+00:00,2025-05-15 09:15:24.196726+00:00,2025-05-23 23:41:41.183994+00:00,2025-05-23 23:41:41.183994+00:00,2025-05-20 08:57:00+00:00,1,1958.59,1958.59,1135.98,822.61,1,2.13,206.74477333166666,206.74477333166666,120,False,False,False,False,True,0.0,1
9054,defabd5f-507f-ea26-9f13-53b4a1d06fa7,08006118,CLI-003,B61234567,20240513,20240515.0,TANCADA,TELEFON,NORMAL,2024-05-13 17:35:00+00:00,2024-05-13 20:54:44.244526+00:00,2024-05-15 04:16:21.452670+00:00,2024-05-15 04:16:21.452670+00:00,2024-05-18 17:35:00+00:00,1,346.4,346.4,200.91,145.49,1,1.9,34.68929240833333,34.68929240833333,120,False,False,True,False,True,1.0,1
9056,1cb1c587-15a4-ae2a-d4cc-fa7803cd0990,08006118,FON-001,B61234567,20260114,20260115.0,TANCADA,TELEFON,URGENT,2026-01-14 13:13:00+00:00,2026-01-14 19:00:00.495512+00:00,2026-01-15 04:31:20.117401+00:00,2026-01-15 04:31:20.117401+00:00,2026-01-15 13:13:00+00:00,1,248.8,248.8,144.3,104.5,1,2.85,15.305588166944444,15.305588166944444,24,True,True,True,False,True,1.0,1
9058,fc5f998c-4f1c-aa15-8b8a-98919b6e9768,08006118,CLI-002,B61234567,20250520,20250523.0,TANCADA,INSPECCIO,NORMAL,2025-05-20 09:00:00+00:00,2025-05-20 09:57:11.573309+00:00,2025-05-23 16:53:20.579864+00:00,2025-05-23 16:53:20.579864+00:00,2025-05-25 09:00:00+00:00,1,188.58,188.58,109.38,79.2,1,1.47,79.88904996222222,79.88904996222222,120,False,False,True,False,True,1.0,1
9059,9a44484b-a58a-c742-dfbd-85d186bb1ffb,08006118,FON-003,B61234567,20251226,20251227.0,TANCADA,WEB,URGENT,2025-12-26 12:07:00+00:00,2025-12-26 17:27:23.146703+00:00,2025-12-27 06:33:06.352253+00:00,2026-01-09 23:54:41.066324+00:00,2025-12-27 12:07:00+00:00,1,75.05,101.32,58.77,42.55,2,7.62,18.435097848055555,347.7947406455556,24,False,True,True,True,True,1.0,1
9060,4c57b8cd-1aae-05aa-c5b0-11afaa17ca76,08006118,FUS-001,B61234567,20241009,20241009.0,TANCADA,TELEFON,URGENT,2024-10-09 08:45:00+00:00,2024-10-09 09:39:53.251204+00:00,2024-10-09 18:39:22.435847+00:00,2024-12-01 21:55:32.276781+00:00,2024-10-10 08:45:00+00:00,1,151.92,205.09,118.95,86.14,2,16.51,9.906232179722222,1285.1756324391667,24,False,True,True,True,True,1.0,1
9061,4da36aab-5eb7-93c7-b1da-a4c75eb5215d,08006118,PAL-004,B61234567,20260324,20260324.0,RESOLTA,INSPECCIO,URGENT,2026-03-24 07:20:00+00:00,2026-03-24 11:48:12.631759+00:00,2026-03-24 12:37:24.585365+00:00,2026-04-16 18:43:46.952378+00:00,2026-03-25 07:20:00+00:00,1,295.93,399.5,231.71,167.79,2,11.76,5.2901626013888885,563.3963756605556,24,True,False,True,True,True,1.0,1
9062,896b8e19-649d-6eed-0402-d0cd26996d44,08006118,CLI-003,B61234567,20250929,20250930.0,TANCADA,TELEFON,NORMAL,2025-09-29 18:15:00+00:00,2025-09-29 22:21:25.352984+00:00,2025-09-30 02:23:46.875009+00:00,2025-09-30 02:23:46.875009+00:00,2025-10-04 18:15:00+00:00,1,551.85,551.85,320.07,231.78,1,5.71,8.146354169166667,8.146354169166667,120,False,False,True,False,True,1.0,1
9065,93189e85-5dae-1ee2-ecb3-69c68c990ff8,08006118,FON-003,B61234567,20231124,20231206.0,TANCADA,WEB,NORMAL,2023-11-24 08:22:00+00:00,2023-11-24 13:36:09.056075+00:00,2023-12-06 16:23:29.776291+00:00,2023-12-06 16:23:29.776291+00:00,2023-11-29 08:22:00+00:00,1,55.96,55.96,32.46,23.5,1,0.57,296.0249378586111,296.0249378586111,120,False,False,False,False,True,0.0,1
9074,e7abc578-8e6f-98ce-5bc8-25b93bf64c2c,08006118,FON-003,B61234567,20230914,20230916.0,TANCADA,WEB,NORMAL,2023-09-14 14:04:00+00:00,2023-09-14 16:50:34.487976+00:00,2023-09-16 00:25:53.691353+00:00,2023-09-16 00:25:53.691353+00:00,2023-09-19 14:04:00+00:00,1,83.96,83.96,48.7,35.26,1,8.7,34.36491426472222,34.36491426472222,120,False,False,True,False,True,1.0,1
9075,a2fd6127-98c9-d323-e873-1be3338df445,08006118,PAL-001,B61234567,20260622,20260622.0,TANCADA,WEB,URGENT,2026-06-22 12:16:00+00:00,2026-06-22 17:09:06.239729+00:00,2026-06-22 16:35:16.894127+00:00,2026-07-05 07:53:44.171674+00:00,2026-06-23 12:16:00+00:00,1,576.88,778.79,451.7,327.09,2,6.93,4.321359479722222,307.62893657611113,24,True,True,True,True,True,1.0,1
9076,88e5df43-0b59-f22a-62c1-57e595235738,08006118,EST-003,B61234567,20250129,20250130.0,TANCADA,TELEFON,URGENT,2025-01-29 16:54:00+00:00,2025-01-29 19:58:04.767715+00:00,2025-01-30 16:25:20.563834+00:00,2025-03-06 12:29:35.605863+00:00,2025-01-30 16:54:00+00:00,1,1543.05,2083.12,1208.21,874.91,2,9.02,23.522378842777776,859.5932238508333,24,True,False,True,True,True,1.0,1
9077,80dc8e5b-fcc9-8918-677c-9520b4e9499d,08006118,FON-001,B61234567,20230905,20230906.0,TANCADA,TELEFON,NORMAL,2023-09-05 17:45:00+00:00,2023-09-05 18:00:30.682479+00:00,2023-09-06 06:08:49.542674+00:00,2023-09-06 06:08:49.542674+00:00,2023-09-10 17:45:00+00:00,1,264.66,264.66,153.5,111.16,1,8.12,12.397095187222222,12.397095187222222,120,False,False,True,False,True,1.0,1
9078,33ee8e34-8308-21a9-695d-5a438d70bee6,08006118,FON-001,B61234567,20251120,20251120.0,TANCADA,INSPECCIO,URGENT,2025-11-20 07:05:00+00:00,2025-11-20 13:01:01.915705+00:00,2025-11-20 23:20:10.984782+00:00,2025-11-20 23:20:10.984782+00:00,2025-11-21 07:05:00+00:00,1,218.23,218.23,126.57,91.66,1,5.08,16.253051328333335,16.253051328333335,24,True,False,True,False,True,1.0,1
9079,9f63f7d3-8601-f743-67b4-32762b3ae3ad,08006118,PAL-001,B61234567,20240523,20240523.0,TANCADA,TELEFON,URGENT,2024-05-23 07:48:00+00:00,2024-05-23 10:50:02.849071+00:00,2024-05-23 19:35:49.441585+00:00,2024-05-23 19:35:49.441585+00:00,2024-05-24 07:48:00+00:00,1,229.1,229.1,132.88,96.22,1,4.22,11.797067106944445,11.797067106944445,24,False,True,True,False,True,1.0,1
9083,eeee1eed-6165-34d6-9927-dc10e138385b,08006118,FON-002,B61234567,20231030,20231106.0,TANCADA,WEB,NORMAL,2023-10-30 14:56:00+00:00,2023-10-30 15:52:33.872205+00:00,2023-11-06 22:17:32.272547+00:00,2023-11-06 22:17:32.272547+00:00,2023-11-04 14:56:00+00:00,1,140.72,140.72,81.62,59.1,1,8.09,175.3589645963889,175.3589645963889,120,False,False,False,False,True,0.0,1
9084,7f0497ec-6c69-be32-3221-42d19f10b12e,08006118,ELE-002,B61234567,20251014,20251016.0,TANCADA,TELEFON,NORMAL,2025-10-14 13:44:00+00:00,2025-10-14 14:15:56.393066+00:00,2025-10-16 03:05:11.448424+00:00,2025-10-16 03:05:11.448424+00:00,2025-10-19 13:44:00+00:00,1,76.14,76.14,44.16,31.98,1,3.44,37.353180117777775,37.353180117777775,120,False,False,True,False,True,1.0,1
9089,08f3145b-fbab-61f3-74dc-f3cd5170b95c,08006118,FON-001,B61234567,20260510,20260513.0,TANCADA,TELEFON,NORMAL,2026-05-10 15:51:00+00:00,2026-05-10 21:10:25.392087+00:00,2026-05-13 20:05:49.468310+00:00,2026-05-13 20:05:49.468310+00:00,2026-05-15 15:51:00+00:00,1,514.33,514.33,298.31,216.02,1,8.89,76.24707453055555,76.24707453055555,120,False,False,True,False,True,1.0,1
9090,71e114ce-e3a2-6654-12b2-0110119a6226,08006118,ELE-005,B61234567,20260311,20260314.0,RESOLTA,TELEFON,URGENT,2026-03-11 17:47:00+00:00,2026-03-11 20:40:40.003802+00:00,2026-03-14 03:34:38.659098+00:00,2026-04-19 22:54:09.121686+00:00,2026-03-12 17:47:00+00:00,1,704.84,951.53,551.89,399.64,2,8.93,57.79407197166667,941.1192004683334,24,True,False,False,True,True,0.0,1
9093,92de0d61-a9e0-d6e8-bf30-307b3f78f2fa,08006118,FON-003,B61234567,20240924,20240928.0,TANCADA,TELEFON,NORMAL,2024-09-24 08:25:00+00:00,2024-09-24 13:09:05.916205+00:00,2024-09-28 06:36:17.298231+00:00,2024-09-28 06:36:17.298231+00:00,2024-09-29 08:25:00+00:00,1,139.03,139.03,80.64,58.39,1,5.63,94.1881383975,94.1881383975,120,False,False,True,False,True,1.0,1
9094,c83cf66a-2a6a-425e-8814-3e0152b1b82c,08006118,CLI-002,B61234567,20250523,20250530.0,TANCADA,TELEFON,NORMAL,2025-05-23 18:44:00+00:00,2025-05-23 22:12:57.220400+00:00,2025-05-30 13:37:48.973889+00:00,2025-05-30 13:37:48.973889+00:00,2025-05-28 18:44:00+00:00,1,148.68,148.68,86.23,62.45,1,5.96,162.8969371913889,162.8969371913889,120,False,False,False,False,True,0.0,1
9095,2e2f7508-d695-5f14-ffde-3ee0744a8fdb,08006118,ELE-001,B61234567,20250506,20250507.0,TANCADA,TELEFON,URGENT,2025-05-06 17:11:00+00:00,2025-05-06 21:02:51.933911+00:00,2025-05-07 01:10:21.146173+00:00,2025-06-03 04:23:27.694814+00:00,2025-05-07 17:11:00+00:00,1,455.57,615.02,356.71,258.31,2,14.1,7.989207270277777,659.2076930038888,24,True,True,True,True,True,1.0,1
9096,5f2289e8-d2a0-e989-4ff7-81f9a31f62de,08006118,FON-002,B61234567,20250328,20250331.0,TANCADA,TELEFON,NORMAL,2025-03-28 07:48:00+00:00,2025-03-28 12:48:45.351250+00:00,2025-03-31 13:43:26.531983+00:00,2025-03-31 13:43:26.531983+00:00,2025-04-02 07:48:00+00:00,1,103.44,103.44,60.0,43.44,1,1.98,77.92403666194444,77.92403666194444,120,False,False,True,False,True,1.0,1
9098,ac2496a8-f646-5695-c4de-5c4434652e8e,08006118,FON-002,B61234567,20230925,20230926.0,TANCADA,INSPECCIO,NORMAL,2023-09-25 18:06:00+00:00,2023-09-25 19:44:25.020041+00:00,2023-09-26 21:35:18.427730+00:00,2023-09-26 21:35:18.427730+00:00,2023-09-30 18:06:00+00:00,1,127.34,127.34,73.86,53.48,1,3.15,27.488452147222223,27.488452147222223,120,False,False,True,False,True,1.0,1
9099,dbe3925b-4292-cb21-cb76-50af527a0199,08006118,CLI-003,B61234567,20260113,20260116.0,RESOLTA,SENSOR,URGENT,2026-01-13 15:26:00+00:00,2026-01-13 18:02:40.938400+00:00,2026-01-16 14:00:13.815830+00:00,2026-01-16 14:00:13.815830+00:00,2026-01-14 15:26:00+00:00,1,574.84,574.84,333.41,241.43,1,7.74,70.57050439722222,70.57050439722222,24,False,True,False,False,True,0.0,1
9104,d6286294-5e9a-b293-1a6f-690bacdb315f,08006118,FON-004,B61234567,20241119,20241121.0,TANCADA,WEB,URGENT,2024-11-19 09:46:00+00:00,2024-11-19 13:00:58.243347+00:00,2024-11-21 16:35:17.751380+00:00,2024-11-21 16:35:17.751380+00:00,2024-11-20 09:46:00+00:00,1,624.93,624.93,362.46,262.47,1,2.36,54.82159760555555,54.82159760555555,24,False,True,False,False,True,0.0,1
9107,9aca4dc5-279d-885d-7c0a-d8bba1641977,08006118,FUS-004,B61234567,20250410,20250412.0,RESOLTA,WEB,NORMAL,2025-04-10 15:04:00+00:00,2025-04-10 19:55:50.961223+00:00,2025-04-12 07:02:21.655217+00:00,2025-04-12 07:02:21.655217+00:00,2025-04-15 15:04:00+00:00,1,274.7,274.7,159.33,115.37,1,2.78,39.97268200472222,39.97268200472222,120,False,False,True,False,True,1.0,1
9110,fcac9b1c-bdac-4c48-0021-dec2f3132839,08006118,PAL-003,B61234567,20250204,20250204.0,TANCADA,TELEFON,URGENT,2025-02-04 11:57:00+00:00,2025-02-04 15:01:23.430118+00:00,2025-02-04 18:23:43.682498+00:00,2025-02-04 18:23:43.682498+00:00,2025-02-05 11:57:00+00:00,1,228.6,228.6,132.59,96.01,1,6.03,6.445467360555556,6.445467360555556,24,True,False,True,False,True,1.0,1
9112,2ef3df95-e048-746a-1574-7b8798ccf90f,08006118,PAL-003,B61234567,20250509,20250510.0,TANCADA,SENSOR,URGENT,2025-05-09 12:45:00+00:00,2025-05-09 14:35:04.160843+00:00,2025-05-10 03:57:20.480445+00:00,2025-06-30 16:55:51.200585+00:00,2025-05-10 12:45:00+00:00,1,300.91,406.22,235.61,170.61,2,10.66,15.2056890125,1252.180889051389,24,True,False,True,True,True,1.0,1
9113,fd580254-861c-10e7-908b-f82d6cdc2e61,08006118,CLI-005,B61234567,20240611,20240612.0,TANCADA,TELEFON,NORMAL,2024-06-11 16:21:00+00:00,2024-06-11 16:43:17.049252+00:00,2024-06-12 02:05:18.443868+00:00,2024-06-12 02:05:18.443868+00:00,2024-06-16 16:21:00+00:00,1,172.09,172.09,99.81,72.28,1,6.2,9.73845663,9.73845663,120,False,False,True,False,True,1.0,1
9114,b3d3c759-116f-9ed0-8864-b97a68ff386b,08006118,ELE-005,B61234567,20260626,20260626.0,TANCADA,WEB,URGENT,2026-06-26 11:20:00+00:00,2026-06-26 14:27:46.793275+00:00,2026-06-26 17:02:53.145009+00:00,2026-06-26 17:02:53.145009+00:00,2026-06-27 11:20:00+00:00,1,472.98,472.98,274.33,198.65,1,8.97,5.7147625025,5.7147625025,24,True,False,True,False,True,1.0,1
9117,66c0baff-a0fb-49a1-99fd-8ab650f352fd,08006118,CLI-004,B61234567,20240506,20240506.0,TANCADA,INSPECCIO,URGENT,2024-05-06 13:20:00+00:00,2024-05-06 15:58:32.092953+00:00,2024-05-06 18:02:10.081796+00:00,2024-05-06 18:02:10.081796+00:00,2024-05-07 13:20:00+00:00,1,1138.9,1138.9,660.56,478.34,1,2.96,4.702800498888889,4.702800498888889,24,False,True,True,False,True,1.0,1
9118,4dfa1bfa-8e4f-4765-e5c0-7bb99330e816,08006118,PAL-001,B61234567,20240506,20240507.0,TANCADA,TELEFON,URGENT,2024-05-06 17:48:00+00:00,2024-05-06 20:01:15.815622+00:00,2024-05-07 01:47:07.187497+00:00,2024-05-07 01:47:07.187497+00:00,2024-05-07 17:48:00+00:00,1,486.61,486.61,282.23,204.38,1,3.92,7.985329860277778,7.985329860277778,24,True,False,True,False,True,1.0,1
9120,8a863bd1-54d3-9700-1b5d-71a41cf4faba,08006118,CLI-002,B61234567,20260629,20260707.0,TANCADA,TELEFON,NORMAL,2026-06-29 17:10:00+00:00,2026-06-29 20:40:11.146509+00:00,2026-07-07 14:37:10.553481+00:00,2026-07-07 14:37:10.553481+00:00,2026-07-04 17:10:00+00:00,1,209.45,209.45,121.48,87.97,1,5.45,189.4529315225,189.4529315225,120,False,False,False,False,True,0.0,1
9121,6bf4558d-b087-691d-2998-2adda655926f,08006118,FUS-004,B61234567,20250923,20250924.0,TANCADA,WEB,NORMAL,2025-09-23 15:04:00+00:00,2025-09-23 19:48:27.963276+00:00,2025-09-24 10:12:32.586361+00:00,2025-09-24 10:12:32.586361+00:00,2025-09-28 15:04:00+00:00,1,131.92,131.92,76.51,55.41,1,7.76,19.142385100277778,19.142385100277778,120,False,False,True,False,True,1.0,1
9127,7762599f-870f-9f70-e772-7b8ab9784592,08006118,ELE-002,B61234567,20260622,20260626.0,TANCADA,WEB,NORMAL,2026-06-22 12:35:00+00:00,2026-06-22 14:43:43.335980+00:00,2026-06-26 13:39:48.656617+00:00,2026-06-26 13:39:48.656617+00:00,2026-06-27 12:35:00+00:00,1,98.18,98.18,56.94,41.24,1,3.92,97.08018239361111,97.08018239361111,120,False,False,True,False,True,1.0,1
9128,2145a863-7a33-a712-fe1a-7961f725d0f6,08006118,CLI-003,B61234567,20240213,20240216.0,TANCADA,INSPECCIO,URGENT,2024-02-13 13:08:00+00:00,2024-02-13 14:41:00.562550+00:00,2024-02-16 11:04:45.352062+00:00,2024-02-27 22:12:34.196305+00:00,2024-02-14 13:08:00+00:00,1,463.23,625.36,362.71,262.65,2,16.17,69.94593112833333,345.0761656402778,24,False,True,False,True,True,0.0,1
9129,0c17b1fd-26dc-2d82-aa21-050873cc81bc,08006118,PAL-002,B61234567,20250918,20250923.0,TANCADA,WEB,NORMAL,2025-09-18 14:33:00+00:00,2025-09-18 16:17:36.038593+00:00,2025-09-23 11:41:02.104286+00:00,2025-09-23 11:41:02.104286+00:00,2025-09-23 14:33:00+00:00,1,892.15,892.15,517.45,374.7,1,4.46,117.13391785722222,117.13391785722222,120,False,False,True,False,True,1.0,1
9131,8871d169-797d-b3ec-ba6f-461095d0820f,08006118,FON-001,B61234567,20230904,20230908.0,TANCADA,WEB,NORMAL,2023-09-04 18:46:00+00:00,2023-09-04 21:33:56.425919+00:00,2023-09-08 13:32:31.139890+00:00,2023-09-08 13:32:31.139890+00:00,2023-09-09 18:46:00+00:00,1,501.96,501.96,291.14,210.82,1,0.72,90.77531663611111,90.77531663611111,120,False,False,True,False,True,1.0,1
9132,5fed2601-5234-329d-45d0-f65990a2285a,08006118,CLI-004,B61234567,20231217,20231217.0,TANCADA,TELEFON,URGENT,2023-12-17 12:34:00+00:00,2023-12-17 15:28:43.983448+00:00,2023-12-17 22:23:01.801694+00:00,2024-02-07 20:55:44.728035+00:00,2023-12-18 12:34:00+00:00,1,1236.11,1668.75,967.87,700.88,2,8.74,9.817167137222222,1256.3624244541666,24,True,True,True,True,True,1.0,1
9134,56ff1c9f-dd1e-2e4c-eb3d-a2b06741c7bd,08006118,FON-002,B61234567,20240329,20240401.0,TANCADA,SENSOR,NORMAL,2024-03-29 16:36:00+00:00,2024-03-29 20:19:29.777195+00:00,2024-04-01 11:57:04.169115+00:00,2024-04-01 11:57:04.169115+00:00,2024-04-03 16:36:00+00:00,1,127.6,127.6,74.01,53.59,1,6.78,67.3511580875,67.3511580875,120,False,False,True,False,True,1.0,1
9137,d0fa99de-22f5-3261-10ab-1dfb5e9fcf95,08006118,PAL-003,B61234567,20231028,20231029.0,RESOLTA,WEB,URGENT,2023-10-28 11:28:00+00:00,2023-10-28 16:08:22.132898+00:00,2023-10-29 05:43:37.841049+00:00,2023-10-29 05:43:37.841049+00:00,2023-10-29 11:28:00+00:00,1,223.41,223.41,129.58,93.83,1,6.42,18.2605114025,18.2605114025,24,True,False,True,False,True,1.0,1
9140,6e7930b8-9353-ef84-5bf4-9030c893d9d1,08006118,FON-002,B61234567,20260406,20260409.0,TANCADA,TELEFON,NORMAL,2026-04-06 13:28:00+00:00,2026-04-06 15:03:53.344371+00:00,2026-04-09 03:21:22.909884+00:00,2026-04-09 03:21:22.909884+00:00,2026-04-11 13:28:00+00:00,1,116.08,116.08,67.33,48.75,1,0.79,61.88969719,61.88969719,120,False,False,True,False,True,1.0,1
9141,5568d25a-3c58-3fd0-f96c-0b710371b9e7,08006118,CLI-004,B61234567,20260109,20260110.0,TANCADA,TELEFON,URGENT,2026-01-09 15:16:00+00:00,2026-01-09 17:04:13.459550+00:00,2026-01-10 02:40:11.717422+00:00,2026-01-10 02:40:11.717422+00:00,2026-01-10 15:16:00+00:00,1,411.67,411.67,238.77,172.9,1,3.38,11.403254839444445,11.403254839444445,24,False,True,True,False,True,1.0,1
9142,58a56dbe-7b48-8a4e-f7a5-1216ab62e760,08006118,CLI-005,B61234567,20260212,20260214.0,TANCADA,WEB,NORMAL,2026-02-12 07:33:00+00:00,2026-02-12 13:02:22.557967+00:00,2026-02-14 20:03:48.755448+00:00,2026-02-14 20:03:48.755448+00:00,2026-02-17 07:33:00+00:00,1,95.16,95.16,55.19,39.97,1,1.7,60.51354318,60.51354318,120,False,False,True,False,True,1.0,1
9146,f9cc4937-9cd6-62aa-e9ed-5b7a9727155d,08006118,FON-004,B61234567,20260429,20260430.0,RESOLTA,SENSOR,URGENT,2026-04-29 07:29:00+00:00,2026-04-29 08:41:46.117506+00:00,2026-04-30 04:51:05.830510+00:00,2026-06-22 20:00:51.382111+00:00,2026-04-30 07:29:00+00:00,1,432.59,584.0,338.72,245.28,2,16.4,21.36828625277778,1308.5309394752778,24,False,True,True,True,True,1.0,1
9147,13b3c148-f22a-8400-b18e-54dbe92ab567,08006118,CLI-002,B61234567,20250427,20250502.0,TANCADA,TELEFON,NORMAL,2025-04-27 10:04:00+00:00,2025-04-27 15:16:25.891787+00:00,2025-05-02 03:56:31.621653+00:00,2025-05-02 03:56:31.621653+00:00,2025-05-02 10:04:00+00:00,1,566.7,566.7,328.69,238.01,1,4.83,113.87545045916667,113.87545045916667,120,False,False,True,False,True,1.0,1
9148,618aca0c-4441-0405-522b-85f9cb0ef37e,08006118,FUS-003,B61234567,20240326,20240331.0,TANCADA,TELEFON,NORMAL,2024-03-26 17:28:00+00:00,2024-03-26 20:41:06.457128+00:00,2024-03-31 15:58:31.108766+00:00,2024-03-31 15:58:31.108766+00:00,2024-03-31 17:28:00+00:00,1,96.26,96.26,55.83,40.43,1,1.52,118.5086413238889,118.5086413238889,120,False,False,True,False,True,1.0,1
9154,632cd76b-3cb2-0eba-c98b-216b4709406a,08006118,FUS-002,B61234567,20260501,20260502.0,TANCADA,INSPECCIO,URGENT,2026-05-01 15:30:00+00:00,2026-05-01 21:22:50.205572+00:00,2026-05-02 08:17:16.875392+00:00,2026-06-17 15:20:57.745743+00:00,2026-05-02 15:30:00+00:00,1,132.47,178.83,103.72,75.11,2,11.99,16.78802094222222,1127.8493738175,24,False,True,True,True,True,1.0,1
9156,89116c1a-3b2e-ab47-fd7e-b227d1016e46,08006118,ELE-003,B61234567,20250916,20250917.0,TANCADA,TELEFON,URGENT,2025-09-16 18:08:00+00:00,2025-09-16 23:34:48.891251+00:00,2025-09-17 03:20:53.170424+00:00,2025-10-12 02:47:37.377955+00:00,2025-09-17 18:08:00+00:00,1,896.28,1209.97,701.78,508.19,2,11.26,9.214769562222223,608.6603827652777,24,True,False,True,True,True,1.0,1
9159,918f3c28-c477-e42b-6121-15a42f523bd4,08006118,FON-002,B61234567,20260617,20260618.0,TANCADA,WEB,NORMAL,2026-06-17 12:03:00+00:00,2026-06-17 13:09:37.249339+00:00,2026-06-18 10:10:53.521435+00:00,2026-06-18 10:10:53.521435+00:00,2026-06-22 12:03:00+00:00,1,158.97,158.97,92.2,66.77,1,8.79,22.131533731944444,22.131533731944444,120,False,False,True,False,True,1.0,1
9163,b58899f4-b738-2302-20ad-fdfdadf15380,08006118,FON-001,B61234567,20231018,20231019.0,TANCADA,TELEFON,URGENT,2023-10-18 17:15:00+00:00,2023-10-18 19:44:07.564100+00:00,2023-10-19 16:52:06.671860+00:00,2023-10-19 16:52:06.671860+00:00,2023-10-19 17:15:00+00:00,1,146.77,146.77,85.13,61.64,1,1.34,23.61851996111111,23.61851996111111,24,False,True,True,False,True,1.0,1
