codi_centre,denominacio,tipus_centre,naturalesa,titularitat,num_ensenyaments,nom_municipi,nom_comarca,provincia,codi_ine,codi_comarca,adreca,codi_postal,latitud,longitud,te_infantil_1c,te_infantil_2c,te_primaria,te_eso,te_batxillerat,te_fp_mitja,te_fp_superior,te_adults,te_especial,any_construccio,antiguitat_anys,superficie_m2,num_alumnes,tram_mida,estat_conservacio
08037814,Escola Alexandre Galí,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"pg. Marítim, s/n",08003,41.38126,2.19335,False,True,True,False,False,False,False,False,False,,,,,,
08037841,Escola Splai,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Maladeta, 75-77",08016,41.43345,2.174122,False,True,True,False,False,False,False,False,False,,,,,,
08037863,Escola Seat,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"ptge. d'Antonio Ruiz Villalba, 6",08038,41.36001,2.138435,False,True,True,False,False,False,False,False,False,,,,,,
08037875,Escola Rafael Casanova,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Badalona,Barcelonès,Barcelona,080155,13,"c. Guasch, 80",08913,41.43618,2.21681,False,True,True,False,False,False,False,False,False,,,,,,
08037917,Escola Joan Miró,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Canovelles,Vallès Oriental,Barcelona,080410,41,"c. Molló, s/n",08420,41.61824,2.275411,False,True,True,False,False,False,False,False,False,,,,,,
08037929,Escola Torre Barona,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Castelldefels,Baix Llobregat,Barcelona,080569,11,"av. Primer de Maig, 17",08860,41.28324,1.973359,False,True,True,False,False,False,False,False,False,,,,,,
08037930,Escola Margalló,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Castelldefels,Baix Llobregat,Barcelona,080569,11,"c. Lola Anglada, 4",08860,41.28904,1.973106,False,True,True,False,False,False,False,False,False,,,,,,
08037966,Escola Ignasi Iglésias,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Cornellà de Llobregat,Baix Llobregat,Barcelona,080734,11,"c. Marià Benlliure, 29",08940,41.36408,2.072147,False,True,True,False,False,False,False,False,False,,,,,,
08037978,Escola Suris,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Cornellà de Llobregat,Baix Llobregat,Barcelona,080734,11,"c. Terra Alta, 9",08940,41.35913,2.059842,False,True,True,False,False,False,False,False,False,,,,,,
08037981,Escola de L'Estany - ZER El Moianès Llevant,ESCOLA,Públic,Departament d'Educació i Formació Professional,3,L'Estany,Moianès,Barcelona,080790,42,"c. de les Escoles, s/n",08148,41.8679,2.114271,True,True,True,False,False,False,False,False,False,,,,,,
08037991,Escola Marcel·lí Moragas,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Gavà,Baix Llobregat,Barcelona,080898,11,"c. Pep Ventura, 13",08850,41.3118,1.994416,False,True,True,False,False,False,False,False,False,,,,,,
08038031,Escola Rosa Sensat,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,El Masnou,Maresme,Barcelona,081189,21,"pl. Ramon y Cajal, 11",08320,41.48654,2.311914,False,True,True,False,False,False,False,False,False,,,,,,
08038041,Escola Federico García Lorca,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Mollet del Vallès,Vallès Oriental,Barcelona,081249,41,"c. Gustavo Adolfo Becquer, 10",08100,41.55522,2.222747,False,True,True,False,False,False,False,False,False,,,,,,
08038065,Escola Montseny,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Mollet del Vallès,Vallès Oriental,Barcelona,081249,41,"av. Badalona, 16",08100,41.53362,2.210587,False,True,True,False,False,False,False,False,False,,,,,,
08038077,Escola Can Parera,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Montornès del Vallès,Vallès Oriental,Barcelona,081363,41,"c. de Can Parera, 140",08170,41.5459,2.269842,False,True,True,False,False,False,False,False,False,,,,,,
08038089,Escola Sant Esteve - ZER El Cardener,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Sant Mateu de Bages,Bages,Barcelona,082299,07,"c. Església, s/n (Valls de Torroella)",08269,41.84762,1.719528,False,True,True,False,False,False,False,False,False,,,,,,
08038090,Escola Sant Jaume,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,El Prat de Llobregat,Baix Llobregat,Barcelona,081691,11,c. Pau Casals 134-138,08820,41.32864,2.099812,False,True,True,False,False,False,False,False,False,,,,,,
08038119,Centre de formació professional Pejoan,FORMACIO_PROFESSIONAL,Privat,Societats Mercantils,1,Barcelona,Barcelonès,Barcelona,080193,13,"c. Rosselló, 303",08037,41.39905,2.164776,False,False,False,False,False,False,True,False,False,,,,,,
08038120,Edgar,FORMACIO_PROFESSIONAL,Privat,Cooperatives,2,Terrassa,Vallès Occidental,Barcelona,082798,40,"c. Prat de la Riba, 89, baixos",08222,41.56707,2.021789,False,False,False,False,False,True,True,False,False,,,,,,
08038156,Escola Escursell i Bartalot,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Ripollet,Vallès Occidental,Barcelona,081803,40,"ctra. de l'Estació, s/n",08291,41.49661,2.152651,False,True,True,False,False,False,False,False,False,,,,,,
08038168,Escola La Torreta,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,La Roca del Vallès,Vallès Oriental,Barcelona,081810,41,"c. Josep Torelló, 6",08430,41.6036,2.299464,False,True,True,False,False,False,False,False,False,,,,,,
08038171,Escola Montessori,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Rubí,Vallès Occidental,Barcelona,081846,40,"c. Monturiol, s/n",08191,41.48436,2.033779,False,True,True,False,False,False,False,False,False,,,,,,
08038181,Escola Serra i Húnter,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Manresa,Bages,Barcelona,081136,07,Poligon La Balconada,08240,41.71766,1.841778,False,True,True,False,False,False,False,False,False,,,,,,
08038201,Escola La Baumeta - ZER Els Castells,ESCOLA,Públic,Departament d'Educació i Formació Professional,3,Santa Maria de Besora,Osona,Girona,082536,24,"Plaça Major, s/n",08589,42.12683,2.257697,True,True,True,False,False,False,False,False,False,,,,,,
08038211,Escola José Juan Ortiz,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Sant Andreu de la Barca,Baix Llobregat,Barcelona,081960,11,"c. de Garraf, 10",08740,41.45042,1.964936,False,True,True,False,False,False,False,False,False,,,,,,
08038223,Escola Benviure,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Sant Boi de Llobregat,Baix Llobregat,Barcelona,082009,11,"c. Can Paulet, 1",08830,41.346276,2.022941,False,True,True,False,False,False,False,False,False,,,,,,
08038247,Escola Pompeu Fabra,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Vilanova del Camí,Anoia,Barcelona,083020,06,"c. Frai Juníper Serra, s/n",08788,41.57161,1.648239,False,True,True,False,False,False,False,False,False,,,,,,
08038259,Escola Antoni Tàpies,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Sant Boi de Llobregat,Baix Llobregat,Barcelona,082009,11,"c. Pau Claris, 6-8",08830,41.342,2.037366,False,True,True,False,False,False,False,False,False,,,,,,
08038260,Escola Joan Maragall,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Sant Cugat del Vallès,Vallès Occidental,Barcelona,082055,40,"pg. de la Creu, s/n",08190,41.474,2.079293,False,True,True,False,False,False,False,False,False,,,,,,
08038272,Escola García Lorca,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Santa Margarida de Montbui,Anoia,Barcelona,082508,06,"c. Escoles, 1",08710,41.5729,1.606986,False,True,True,False,False,False,False,False,False,,,,,,
08038284,Escola La Guàrdia,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Sant Vicenç dels Horts,Baix Llobregat,Barcelona,082634,11,"c. Mataró, 26-30",08620,41.39239,2.003636,False,True,True,False,False,False,False,False,False,,,,,,
08038314,Escola Mare de Déu de Montserrat,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Terrassa,Vallès Occidental,Barcelona,082798,40,"c. Badajoz, 12",08227,41.55835,2.034807,False,True,True,False,False,False,False,False,False,,,,,,
08038326,Escola El Vallès,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Terrassa,Vallès Occidental,Barcelona,082798,40,"ctra. de Martorell, 91",08224,41.55612,2.004463,False,True,True,False,False,False,False,False,False,,,,,,
08038351,Escola Xarau,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Cerdanyola del Vallès,Vallès Occidental,Barcelona,082665,40,"c. Santa Anna, 57",08290,41.49657,2.138018,False,True,True,False,False,False,False,False,False,,,,,,
08038387,Cons. de Música Municipal de Barcelona,ALTRES,Públic,Corporacions Locals,0,Barcelona,Barcelonès,Barcelona,080193,13,"c. Bruc, 110",08009,41.3958,2.167807,False,False,False,False,False,False,False,False,False,,,,,,
08038399,E.S.Art Dramat. de l'Institut del Teatre,ALTRES,Públic,Corporacions Locals,0,Barcelona,Barcelonès,Barcelona,080193,13,"pl. Margarida Xirgu, s/n",08004,41.37152,2.157376,False,False,False,False,False,False,False,False,False,,,,,,
08038466,Cons. de Música de Sabadell,ALTRES,Públic,Corporacions Locals,0,Sabadell,Vallès Occidental,Barcelona,081878,40,"c. Sant Oleguer, 75",08202,41.54188,2.112509,False,False,False,False,False,False,False,False,False,,,,,,
08038478,Cons. de Música de Terrassa,ALTRES,Públic,Corporacions Locals,0,Terrassa,Vallès Occidental,Barcelona,082798,40,"pg. Ernest Lluch, 1",08224,41.563,2.019403,False,False,False,False,False,False,False,False,False,,,,,,
08038481,Esc. de Música Municipal Mestre Montserrat,ALTRES,Públic,Corporacions Locals,0,Vilanova i la Geltrú,Garraf,Barcelona,083073,17,"c. Escorxador, 4",08800,41.22925,1.726276,False,False,False,False,False,False,False,False,False,,,,,,
08038511,Centre Autor. de Grau Mitja i Super. d'APD Elisava,ALTRES,Privat,Fundacions,0,Barcelona,Barcelonès,Barcelona,080193,13,"c. Torrent de les Flors, 68-70",08024,41.40666,2.159819,False,False,False,False,False,False,False,False,False,,,,,,
08038533,EA Massana,INSTITUT,Públic,Corporacions Locals,1,Barcelona,Barcelonès,Barcelona,080193,13,"pça. de la Gardunya, 9",08001,41.38092,2.170782,False,False,False,False,True,False,False,False,False,,,,,,
08038545,EA Municipal Arsenal,ALTRES,Públic,Corporacions Locals,0,Vilafranca del Penedès,Alt Penedès,Barcelona,083054,03,"c. de la Font, 43",08720,41.34784,1.699834,False,False,False,False,False,False,False,False,False,,,,,,
08038557,EA de Terrassa,ALTRES,Públic,Corporacions Locals,0,Terrassa,Vallès Occidental,Barcelona,082798,40,"Colom, 114",08222,41.55879,2.023602,False,False,False,False,False,False,False,False,False,,,,,,
08038569,EA de Vilanova i la Geltrú,ALTRES,Públic,Corporacions Locals,0,Vilanova i la Geltrú,Garraf,Barcelona,083073,17,"pl. de les Casernes, 8",08800,41.22854,1.726337,False,False,False,False,False,False,False,False,False,,,,,,
08038570,EOI de Barcelona,ALTRES,Públic,Departament d'Educació i Formació Professional,0,Barcelona,Barcelonès,Barcelona,080193,13,"av. de les Drassanes, 14",08001,41.37691,2.173604,False,False,False,False,False,False,False,False,False,,,,,,
08038582,Escola Catalunya,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Sabadell,Vallès Occidental,Barcelona,081878,40,"c. Valentí Almirall, 76",08206,41.54839,2.095794,False,True,True,False,False,False,False,False,False,,,,,,
08038594,Cons. de Música de Manresa,ALTRES,Públic,Corporacions Locals,0,Manresa,Bages,Barcelona,081136,07,"p. de la Música, 1",08240,41.72157,1.823547,False,False,False,False,False,False,False,False,False,,,,,,
08038867,Jaume Balmes,INSTITUT,Privat,Cooperatives,6,L'Hospitalet de Llobregat,Barcelonès,Barcelona,081017,13,"Travessia Industrial, 161",08907,41.3556,2.110186,False,True,True,True,True,True,True,False,False,,,,,,
08039057,Institut L'Alzina,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"ptge. Salvador Riera, s/n",08027,41.42463,2.178773,False,False,False,True,True,False,False,False,False,,,,,,
08039069,Institut Margarida Xirgu,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,L'Hospitalet de Llobregat,Barcelonès,Barcelona,081017,13,"Trav. de Collblanch, 56",08904,41.37464,2.114235,False,False,False,True,True,False,False,False,False,,,,,,
08039082,LLI privada El Camí Feliç Turó Parc,LLAR_INFANTS,Privat,Societats Mercantils,1,Barcelona,Barcelonès,Barcelona,080193,13,"c. Borí i Fontestà, 23-25",08021,41.3931,2.139506,True,False,False,False,False,False,False,False,False,,,,,,
08039136,Bon Soleil,INSTITUT,Privat,Societats Mercantils,2,Gavà,Baix Llobregat,Barcelona,080898,11,"Camí de la Pava, 15",08850,41.2726,2.000173,False,False,False,True,True,False,False,False,False,,,,,,
08039203,Institut Agustí Serra i Fontanet,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Sabadell,Vallès Occidental,Barcelona,081878,40,"c. Vallmanyà, 13-15",08207,41.56346,2.099359,False,False,False,True,True,True,True,False,False,,,,,,
08039215,Casals-Gràcia,INSTITUT,Privat,Fundacions,3,Manlleu,Osona,Girona,081120,24,"c. Voltregà, 101 (apartat correus 129)",08560,42.00146,2.275022,False,True,True,True,False,False,False,False,False,,,,,,
08039264,Escola Mestres Munguet-Cortés,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Vilanova del Vallès,Vallès Oriental,Barcelona,089024,41,"pg. del Centenari, s/n",08410,41.55286,2.287957,False,True,True,False,False,False,False,False,False,,,,,,
08039288,Escola Renaixença,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Mediona,Alt Penedès,Barcelona,081228,03,"c. Escoles, s/n",08773,41.48897,1.652788,False,True,True,False,False,False,False,False,False,,,,,,
08039291,Escola Cristòfor Mestre,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Vilafranca del Penedès,Alt Penedès,Barcelona,083054,03,"c. J.V. Foix, 8",08720,41.33757,1.695105,False,True,True,False,False,False,False,False,False,,,,,,
08039306,Escola Els Pins - ZER El Moianès Ponent,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Sallent,Bages,Barcelona,081918,07,"c. de Montserrat, s/n",08650,41.79902,1.908712,False,True,True,False,False,False,False,False,False,,,,,,
08039318,Escola Puigberenguer,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Manresa,Bages,Barcelona,081136,07,"c. Núria, s/n",08240,41.73622,1.820461,False,True,True,False,False,False,False,False,False,,,,,,
08039343,Escola Josep Ferrà i Esteva,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Olesa de Montserrat,Baix Llobregat,Barcelona,081477,11,"c. Cebrià Montserrat, 77",08640,41.53927,1.89334,False,True,True,False,False,False,False,False,False,,,,,,
08039355,Escola Ramon Llull,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,El Prat de Llobregat,Baix Llobregat,Barcelona,081691,11,"av. del Remolar, 82-84",08820,41.32252,2.088611,False,True,True,False,False,False,False,False,False,,,,,,
08039367,Escola Josep Pla,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Sant Andreu de la Barca,Baix Llobregat,Barcelona,081960,11,"c. Josep Pla, 2",08740,41.45073,1.974284,False,True,True,False,False,False,False,False,False,,,,,,
08039379,Escola Rafael Casanova,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Sant Boi de Llobregat,Baix Llobregat,Barcelona,082009,11,"c. Rubió i Ors, 83-85",08830,41.3539,2.029032,False,True,True,False,False,False,False,False,False,,,,,,
08039380,Escola Germans Amat i Targa,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Viladecans,Baix Llobregat,Barcelona,083015,11,"av. Roureda, s/n",08840,41.32447,2.011883,False,True,True,False,False,False,False,False,False,,,,,,
08039483,Escola Els Horts,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Prim, 217",08020,41.42476,2.200882,False,True,True,False,False,False,False,False,False,,,,,,
08039525,Escola La Sedeta,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Indústria, 67-73",08025,41.40557,2.167977,False,True,True,False,False,False,False,False,False,,,,,,
08039537,Escola Torrent d'en Melis,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Varsòvia, 161",08041,41.41736,2.172136,False,True,True,False,False,False,False,False,False,,,,,,
08039562,Escola Prat de la Manta,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,L'Hospitalet de Llobregat,Barcelonès,Barcelona,081017,13,"c. Natzaret, 11",08902,41.3598,2.127505,False,True,True,False,False,False,False,False,False,,,,,,
08039574,Escola Pau Sans,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,L'Hospitalet de Llobregat,Barcelonès,Barcelona,081017,13,"ptge. Miner, 25",08901,41.36201,2.110942,False,True,True,False,False,False,False,False,False,,,,,,
08039586,Escola L'Arjau,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Vilanova i la Geltrú,Garraf,Barcelona,083073,17,"c. Àncora, 28",08800,41.21952,1.731957,False,True,True,False,False,False,False,False,False,,,,,,
08039598,Escola Sant Miquel del Cros,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Argentona,Maresme,Barcelona,080095,21,barri Cros,08310,41.53235,2.418076,False,True,True,False,False,False,False,False,False,,,,,,
08039604,Escola Francesc Ferrer i Guàrdia,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,El Masnou,Maresme,Barcelona,081189,21,"c. Joan Llampallas, 51",08320,41.48131,2.31156,False,True,True,False,False,False,False,False,False,,,,,,
08039616,Escola Camí del Cros,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Mataró,Maresme,Barcelona,081213,21,"rda. Cros, s/n",08303,41.53526,2.42209,False,True,True,False,False,False,False,False,False,,,,,,
08039628,Escola Pompeu Fabra,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Manlleu,Osona,Girona,081120,24,"c. Pompeu Fabra, 34-38",08560,42.00298,2.296916,False,True,True,False,False,False,False,False,False,,,,,,
08039631,Escola L'Agullola,ESCOLA,Públic,Departament d'Educació i Formació Professional,3,Rupit i Pruit,Osona,Girona,089019,24,"pl. Major, s/n",08569,42.02337,2.464812,True,True,True,False,False,False,False,False,False,,,,,,
08039641,Escola Pablo Picasso,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Barberà del Vallès,Vallès Occidental,Barcelona,082520,40,"c. Canàries, 26",08210,41.52406,2.119678,False,True,True,False,False,False,False,False,False,,,,,,
08039653,Escola Agustí Bartra,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Terrassa,Vallès Occidental,Barcelona,082798,40,"av. Barcelona, 69",08222,41.56188,2.027516,False,True,True,False,False,False,False,False,False,,,,,,
08039665,Escola Lanaspa-Giralt,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Terrassa,Vallès Occidental,Barcelona,082798,40,"c.  Pantà, 10",08221,41.56464,2.01077,False,True,True,False,False,False,False,False,False,,,,,,
08039677,Escola Congost,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Canovelles,Vallès Oriental,Barcelona,080410,41,"c. Indústria, 42-44",08420,41.62109,2.281981,False,True,True,False,False,False,False,False,False,,,,,,
08039690,Escola Germans Corbella,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Cardedeu,Vallès Oriental,Barcelona,080462,41,"c. Acàcies, 25",08440,41.64445,2.358121,False,True,True,False,False,False,False,False,False,,,,,,
08039707,Escola Tagamanent,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,La Garriga,Vallès Oriental,Barcelona,080885,41,"av. 11 de setembre, 22",08530,41.6798,2.29242,False,True,True,False,False,False,False,False,False,,,,,,
08039719,Escola Les Planes,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,La Llagosta,Vallès Oriental,Barcelona,081056,41,"c. Constitució, 2",08120,41.51038,2.194523,False,True,True,False,False,False,False,False,False,,,,,,
08039744,Escola del Pont Trencat - ZER Baix Montseny,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Santa Maria de Palautordera,Vallès Oriental,Barcelona,082592,41,"c. Mosqueroles, 1 bis",08460,41.67695,2.480463,False,True,True,False,False,False,False,False,False,,,,,,
08039768,Tarrés,INSTITUT,Privat,Societats Mercantils,3,Sabadell,Vallès Occidental,Barcelona,081878,40,"c. Canonge Joncar, 127-B",08208,41.55804,2.103951,False,True,True,True,False,False,False,False,False,,,,,,
08039835,Escola de les Aigües,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Sardenya, 420",08025,41.40888,2.166324,False,True,True,False,False,False,False,False,False,,,,,,
08039872,Esc. de Música Municipal,ALTRES,Públic,Corporacions Locals,0,Olesa de Montserrat,Baix Llobregat,Barcelona,081477,11,"c. Salvador Casas, 26",08640,41.54437,1.892283,False,False,False,False,False,False,False,False,False,,,,,,
08039896,Escola Bellaterra,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Cerdanyola del Vallès,Vallès Occidental,Barcelona,082665,40,"Campus UAB, s/n (Bellaterra)",08193,41.50635,2.102036,False,True,True,False,False,False,False,False,False,,,,,,
08039987,L'Horitzó,INSTITUT,Privat,Fundacions,5,Barcelona,Barcelonès,Barcelona,080193,13,"pg. de la Bonanova, 7",08022,41.40605,2.132637,True,True,True,True,True,False,False,False,False,,,,,,
08040001,Bergantí,INSTITUT,Privat,Fundacions,3,El Masnou,Maresme,Barcelona,081189,21,"c. Fra Juníper Serra, 46",08320,41.48587,2.320051,False,True,True,True,False,False,False,False,False,,,,,,
08040011,EA de Sant Cugat del Vallès,ALTRES,Públic,Corporacions Locals,0,Sant Cugat del Vallès,Vallès Occidental,Barcelona,082055,40,"av. de Gràcia, 50",08190,41.46614,2.085482,False,False,False,False,False,False,False,False,False,,,,,,
08040035,Oak House British School,ALTRES,Privat,Fundacions,0,Barcelona,Barcelonès,Barcelona,080193,13,"c. Sant Pere Claver, 12-18",08017,41.40659,2.117015,False,False,False,False,False,False,False,False,False,,,,,,
08040047,CEE Josep Sol i Rodríguez,EDUCACIO_ESPECIAL,Públic,Departament d'Educació i Formació Professional,1,Santa Coloma de Gramenet,Barcelonès,Barcelona,082457,13,"c. Almogàvers, s/n",08924,41.46091,2.209502,False,False,False,False,False,False,False,False,True,,,,,,
08040060,Escola del Mar,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Vilassar de Mar,Maresme,Barcelona,082191,21,c. Jeroni Anyé i Casanovas,08340,41.50499,2.386579,False,True,True,False,False,False,False,False,False,,,,,,
08040126,Lyceé Français de Barcelone,ALTRES,Privat,Altres estats UE,0,Barcelona,Barcelonès,Barcelona,080193,13,"c. Bosch i Gimpera, 6-10",08034,41.39276,2.118357,False,False,False,False,False,False,False,False,False,,,,,,
08040199,Padre Damián Sagrados Corazones,INSTITUT,Privat,Ordes i Congregacions Catòlics,5,Barcelona,Barcelonès,Barcelona,080193,13,"av. Vallvidrera, 8-10-12-14",08017,41.40515,2.115985,True,True,True,True,True,False,False,False,False,,,,,,
08040266,Institució Igualada,INSTITUT,Privat,Societats Mercantils,5,Jorba,Anoia,Barcelona,081038,06,"Antiga ctra. N-II, s/n",08719,41.59169,1.583889,True,True,True,True,True,False,False,False,False,,,,,,
08040333,Escola Bernat Metge,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,El Prat de Llobregat,Baix Llobregat,Barcelona,081691,11,"c. Jaume Casanovas, 171",08820,41.3224,2.094725,False,True,True,False,False,False,False,False,False,,,,,,
08040345,Escola Mercè Rodoreda,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Badalona,Barcelonès,Barcelona,080155,13,"av. Catalunya, 30-36 (barri de Lloreda)",08917,41.4491,2.231294,False,True,True,False,False,False,False,False,False,,,,,,
08040357,CEE Folch i Camarasa,EDUCACIO_ESPECIAL,Públic,Departament d'Educació i Formació Professional,1,Barcelona,Barcelonès,Barcelona,080193,13,"c. Ventura Rodríguez, 14-16",08035,41.43283,2.149716,False,False,False,False,False,False,False,False,True,,,,,,
08040400,Escola Amadeu Vives,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Sabadell,Vallès Occidental,Barcelona,081878,40,"c. Fra Luis de  León, 152",08203,41.53464,2.11587,False,True,True,False,False,False,False,False,False,,,,,,
08040412,Escola El Margalló,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Vilanova i la Geltrú,Garraf,Barcelona,083073,17,"c. Margalló, 43",08800,41.22793,1.694056,False,True,True,False,False,False,False,False,False,,,,,,
08040527,Institut La Llauna,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Badalona,Barcelonès,Barcelona,080155,13,"c. Sagunto, 5 (edifici la Llauna)",08912,41.44274,2.245216,False,False,False,True,True,False,False,False,False,,,,,,
08040539,Institut Les Marines,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Castelldefels,Baix Llobregat,Barcelona,080569,11,"Camí Ral de València, 12",08860,41.27893,1.982189,False,False,False,True,True,False,False,False,False,,,,,,
08040540,Institut El Cairat,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Esparreguera,Baix Llobregat,Barcelona,080765,11,"c. Gorgonçana, 1",08292,41.53885,1.87257,False,False,False,True,True,False,False,False,False,,,,,,
08040552,Institut Antoni Pous i Argila,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Manlleu,Osona,Girona,081120,24,"av. Roma, 260",08560,42.00256,2.274704,False,False,False,True,True,True,True,False,False,,,,,,
08040564,Institut Jaume Almera,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Vilassar de Dalt,Maresme,Barcelona,082140,21,"c. Rafart, 5",08339,41.52091,2.360767,False,False,False,True,True,False,False,False,False,,,,,,
08040618,Escola Can Vidalet,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. dels Cedres, 49",08950,41.37378,2.098303,False,True,True,False,False,False,False,False,False,,,,,,
08040631,LLI privada Patufet,LLAR_INFANTS,Privat,Societats Civils,1,Gavà,Baix Llobregat,Barcelona,080898,11,"c. Salvador Lluch, 27",08850,41.30615,2.004551,True,False,False,False,False,False,False,False,False,,,,,,
08040643,Esc. de Música Municipal Victòria dels Àngels,ALTRES,Públic,Corporacions Locals,0,Sant Cugat del Vallès,Vallès Occidental,Barcelona,082055,40,"pl. Victòria dels Àngels, 2",08190,41.46929,2.08896,False,False,False,False,False,False,False,False,False,,,,,,
08040655,Esc. de Música Municipal Can Roig i Torres,ALTRES,Públic,Corporacions Locals,0,Santa Coloma de Gramenet,Barcelonès,Barcelona,082457,13,"c. Dalt Ciutadella, 16",08921,41.45308,2.209358,False,False,False,False,False,False,False,False,False,,,,,,
08040710,Esc. de Música Municipal Julià Canals,ALTRES,Públic,Corporacions Locals,0,Molins de Rei,Baix Llobregat,Barcelona,081234,11,"c. Major, 1",08750,41.41109,2.018911,False,False,False,False,False,False,False,False,False,,,,,,
08040825,Esc. de Música Municipal,ALTRES,Públic,Corporacions Locals,0,Berga,Berguedà,Lleida,080229,14,"c. Mestre de Pedret, 2",08600,42.10252,1.852516,False,False,False,False,False,False,False,False,False,,,,,,
08040837,Esc. Mús. i D. Municipal d'Esparreguera,ALTRES,Públic,Corporacions Locals,0,Esparreguera,Baix Llobregat,Barcelona,080765,11,"c. Cavallers, 60",08292,41.53724,1.872551,False,False,False,False,False,False,False,False,False,,,,,,
