id_certificacio,id_projecte,codi_projecte,codi_centre,id_data_certificacio,denominacio_projecte,tipologia,estat_projecte,any_inici,any_previst_fi,num_certificacio,data_certificacio,exercici,import_certificat,import_previst,import_previst_prorratejat,num_certificacions
154,54,PI-2024-0053,08072292,20240930,Accessibilitat a centre 08072292,ACCESSIBILITAT,FINALITZAT,2024,2025,2,2024-09-30,2024,38326.29,91469.19,22867.3,1
155,54,PI-2024-0053,08072292,20260330,Accessibilitat a centre 08072292,ACCESSIBILITAT,FINALITZAT,2024,2025,3,2026-03-30,2026,18331.69,91469.19,22867.3,1
156,54,PI-2024-0053,08072292,20241209,Accessibilitat a centre 08072292,ACCESSIBILITAT,FINALITZAT,2024,2025,4,2024-12-09,2024,13028.8,91469.19,22867.3,1
157,55,PI-2026-0054,08063436,20260417,Ampliacio a centre 08063436,AMPLIACIO,EN_EXECUCIO,2026,2028,1,2026-04-17,2026,76446.78,843050.02,421525.01,1
158,55,PI-2026-0054,08063436,20260501,Ampliacio a centre 08063436,AMPLIACIO,EN_EXECUCIO,2026,2028,2,2026-05-01,2026,280689.31,843050.02,421525.01,1
159,56,PI-2023-0055,08055993,20250425,Reforma a centre 08055993,REFORMA,EN_EXECUCIO,2023,2025,1,2025-04-25,2025,38736.62,281794.08,93931.36,1
160,56,PI-2023-0055,08055993,20240316,Reforma a centre 08055993,REFORMA,EN_EXECUCIO,2023,2025,2,2024-03-16,2024,13167.95,281794.08,93931.36,1
161,56,PI-2023-0055,08055993,20240723,Reforma a centre 08055993,REFORMA,EN_EXECUCIO,2023,2025,3,2024-07-23,2024,4879.62,281794.08,93931.36,1
162,57,PI-2025-0056,08032211,20250422,Ampliacio a centre 08032211,AMPLIACIO,EN_EXECUCIO,2025,2028,1,2025-04-22,2025,59938.46,214048.43,71349.48,1
163,57,PI-2025-0056,08032211,20270222,Ampliacio a centre 08032211,AMPLIACIO,EN_EXECUCIO,2025,2028,2,2027-02-22,2027,16001.93,214048.43,71349.48,1
164,57,PI-2025-0056,08032211,20250518,Ampliacio a centre 08032211,AMPLIACIO,EN_EXECUCIO,2025,2028,3,2025-05-18,2025,69398.06,214048.43,71349.48,1
165,58,PI-2024-0057,08046384,20240418,Eficiencia energetica a centre 08046384,EFICIENCIA_ENERGETICA,ADJUDICAT,2024,2025,1,2024-04-18,2024,768.06,316896.97,79224.24,1
166,58,PI-2024-0057,08046384,20260306,Eficiencia energetica a centre 08046384,EFICIENCIA_ENERGETICA,ADJUDICAT,2024,2025,2,2026-03-06,2026,816.95,316896.97,79224.24,1
167,58,PI-2024-0057,08046384,20260213,Eficiencia energetica a centre 08046384,EFICIENCIA_ENERGETICA,ADJUDICAT,2024,2025,3,2026-02-13,2026,4918.52,316896.97,79224.24,1
168,58,PI-2024-0057,08046384,20241126,Eficiencia energetica a centre 08046384,EFICIENCIA_ENERGETICA,ADJUDICAT,2024,2025,4,2024-11-26,2024,12510.29,316896.97,79224.24,1
169,59,PI-2026-0058,08040217,20280604,Accessibilitat a centre 08040217,ACCESSIBILITAT,ATURAT,2026,2029,1,2028-06-04,2028,8582.88,85871.76,42935.88,1
170,59,PI-2026-0058,08040217,20260921,Accessibilitat a centre 08040217,ACCESSIBILITAT,ATURAT,2026,2029,2,2026-09-21,2026,27288.76,85871.76,42935.88,1
171,60,PI-2026-0059,08007597,20260212,Eficiencia energetica a centre 08007597,EFICIENCIA_ENERGETICA,FINALITZAT,2026,2029,1,2026-02-12,2026,111482.81,138680.27,69340.14,1
172,60,PI-2026-0059,08007597,20270714,Eficiencia energetica a centre 08007597,EFICIENCIA_ENERGETICA,FINALITZAT,2026,2029,2,2027-07-14,2027,21961.19,138680.27,69340.14,1
173,61,PI-2026-0060,08052621,20270615,Reforma a centre 08052621,REFORMA,ADJUDICAT,2026,2027,1,2027-06-15,2027,520.84,50887.38,10177.48,1
174,61,PI-2026-0060,08052621,20260812,Reforma a centre 08052621,REFORMA,ADJUDICAT,2026,2027,2,2026-08-12,2026,48.94,50887.38,10177.48,1
175,61,PI-2026-0060,08052621,20270622,Reforma a centre 08052621,REFORMA,ADJUDICAT,2026,2027,3,2027-06-22,2027,69.73,50887.38,10177.48,1
176,61,PI-2026-0060,08052621,20261106,Reforma a centre 08052621,REFORMA,ADJUDICAT,2026,2027,4,2026-11-06,2026,474.42,50887.38,10177.48,1
177,61,PI-2026-0060,08052621,20260313,Reforma a centre 08052621,REFORMA,ADJUDICAT,2026,2027,5,2026-03-13,2026,1939.31,50887.38,10177.48,1
178,62,PI-2023-0061,08003609,20230706,Nova construccio a centre 08003609,NOVA_CONSTRUCCIO,ADJUDICAT,2023,2026,1,2023-07-06,2023,51953.52,4405375.42,1468458.47,1
179,62,PI-2023-0061,08003609,20240125,Nova construccio a centre 08003609,NOVA_CONSTRUCCIO,ADJUDICAT,2023,2026,2,2024-01-25,2024,99887.73,4405375.42,1468458.47,1
180,62,PI-2023-0061,08003609,20240328,Nova construccio a centre 08003609,NOVA_CONSTRUCCIO,ADJUDICAT,2023,2026,3,2024-03-28,2024,112481.28,4405375.42,1468458.47,1
181,65,PI-2025-0064,08055750,20260410,Nova construccio a centre 08055750,NOVA_CONSTRUCCIO,FINALITZAT,2025,2026,1,2026-04-10,2026,2858383.09,2977361.02,2977361.02,1
182,66,PI-2026-0065,08037395,20280422,Accessibilitat a centre 08037395,ACCESSIBILITAT,FINALITZAT,2026,2029,1,2028-04-22,2028,10033.3,71442.08,35721.04,1
183,66,PI-2026-0065,08037395,20270902,Accessibilitat a centre 08037395,ACCESSIBILITAT,FINALITZAT,2026,2029,2,2027-09-02,2027,56730.3,71442.08,35721.04,1
184,67,PI-2026-0066,08075074,20260527,Accessibilitat a centre 08075074,ACCESSIBILITAT,EN_EXECUCIO,2026,2029,1,2026-05-27,2026,39434.12,98885.28,24721.32,1
185,67,PI-2026-0066,08075074,20260702,Accessibilitat a centre 08075074,ACCESSIBILITAT,EN_EXECUCIO,2026,2029,2,2026-07-02,2026,14232.85,98885.28,24721.32,1
186,67,PI-2026-0066,08075074,20260618,Accessibilitat a centre 08075074,ACCESSIBILITAT,EN_EXECUCIO,2026,2029,3,2026-06-18,2026,1007.3,98885.28,24721.32,1
187,67,PI-2026-0066,08075074,20260727,Accessibilitat a centre 08075074,ACCESSIBILITAT,EN_EXECUCIO,2026,2029,4,2026-07-27,2026,19366.91,98885.28,24721.32,1
188,69,PI-2025-0068,08079304,20261123,Eficiencia energetica a centre 08079304,EFICIENCIA_ENERGETICA,EN_EXECUCIO,2025,2026,1,2026-11-23,2026,119900.03,191440.96,191440.96,1
189,70,PI-2024-0069,08046384,20250127,Accessibilitat a centre 08046384,ACCESSIBILITAT,EN_EXECUCIO,2024,2026,1,2025-01-27,2025,153.71,27663.61,9221.2,1
190,70,PI-2024-0069,08046384,20240225,Accessibilitat a centre 08046384,ACCESSIBILITAT,EN_EXECUCIO,2024,2026,2,2024-02-25,2024,3684.58,27663.61,9221.2,1
191,70,PI-2024-0069,08046384,20260323,Accessibilitat a centre 08046384,ACCESSIBILITAT,EN_EXECUCIO,2024,2026,3,2026-03-23,2026,2438.22,27663.61,9221.2,1
192,72,PI-2023-0071,08078671,20231229,Ampliacio a centre 08078671,AMPLIACIO,ADJUDICAT,2023,2025,1,2023-12-29,2023,860.95,426765.27,106691.32,1
193,72,PI-2023-0071,08078671,20250330,Ampliacio a centre 08078671,AMPLIACIO,ADJUDICAT,2023,2025,2,2025-03-30,2025,1888.88,426765.27,106691.32,1
194,72,PI-2023-0071,08078671,20250408,Ampliacio a centre 08078671,AMPLIACIO,ADJUDICAT,2023,2025,3,2025-04-08,2025,4052.08,426765.27,106691.32,1
195,72,PI-2023-0071,08078671,20240128,Ampliacio a centre 08078671,AMPLIACIO,ADJUDICAT,2023,2025,4,2024-01-28,2024,18804.0,426765.27,106691.32,1
196,73,PI-2023-0072,08002927,20230723,Reforma a centre 08002927,REFORMA,FINALITZAT,2023,2026,1,2023-07-23,2023,13971.08,159311.97,31862.39,1
197,73,PI-2023-0072,08002927,20231130,Reforma a centre 08002927,REFORMA,FINALITZAT,2023,2026,2,2023-11-30,2023,29546.06,159311.97,31862.39,1
198,73,PI-2023-0072,08002927,20250131,Reforma a centre 08002927,REFORMA,FINALITZAT,2023,2026,3,2025-01-31,2025,39969.67,159311.97,31862.39,1
199,73,PI-2023-0072,08002927,20250117,Reforma a centre 08002927,REFORMA,FINALITZAT,2023,2026,4,2025-01-17,2025,15354.56,159311.97,31862.39,1
200,73,PI-2023-0072,08002927,20240318,Reforma a centre 08002927,REFORMA,FINALITZAT,2023,2026,5,2024-03-18,2024,62702.53,159311.97,31862.39,1
201,74,PI-2023-0073,08039963,20231108,Reforma a centre 08039963,REFORMA,EN_EXECUCIO,2023,2026,1,2023-11-08,2023,8759.15,25000.0,25000.0,1
202,75,PI-2024-0074,08055750,20250926,Reforma a centre 08055750,REFORMA,EN_EXECUCIO,2024,2027,1,2025-09-26,2025,123493.35,254986.04,254986.04,1
203,76,PI-2026-0075,08051860,20260505,Ampliacio a centre 08051860,AMPLIACIO,EN_EXECUCIO,2026,2027,1,2026-05-05,2026,51346.94,855257.14,142542.86,1
204,76,PI-2026-0075,08051860,20261001,Ampliacio a centre 08051860,AMPLIACIO,EN_EXECUCIO,2026,2027,2,2026-10-01,2026,197749.72,855257.14,142542.86,1
205,76,PI-2026-0075,08051860,20270410,Ampliacio a centre 08051860,AMPLIACIO,EN_EXECUCIO,2026,2027,3,2027-04-10,2027,121630.06,855257.14,142542.86,1
206,76,PI-2026-0075,08051860,20260709,Ampliacio a centre 08051860,AMPLIACIO,EN_EXECUCIO,2026,2027,4,2026-07-09,2026,53803.31,855257.14,142542.86,1
207,76,PI-2026-0075,08051860,20270618,Ampliacio a centre 08051860,AMPLIACIO,EN_EXECUCIO,2026,2027,5,2027-06-18,2027,179875.91,855257.14,142542.86,1
208,76,PI-2026-0075,08051860,20270717,Ampliacio a centre 08051860,AMPLIACIO,EN_EXECUCIO,2026,2027,6,2027-07-17,2027,39006.02,855257.14,142542.86,1
209,77,PI-2026-0076,08010547,20270526,Retirada amiant a centre 08010547,RETIRADA_AMIANT,FINALITZAT,2026,2028,1,2027-05-26,2027,25198.69,114538.84,57269.42,1
210,77,PI-2026-0076,08010547,20270716,Retirada amiant a centre 08010547,RETIRADA_AMIANT,FINALITZAT,2026,2028,2,2027-07-16,2027,82332.02,114538.84,57269.42,1
211,79,PI-2025-0078,08047029,20250520,Reforma a centre 08047029,REFORMA,FINALITZAT,2025,2027,1,2025-05-20,2025,3032.69,136757.29,22792.88,1
212,79,PI-2025-0078,08047029,20270519,Reforma a centre 08047029,REFORMA,FINALITZAT,2025,2027,2,2027-05-19,2027,42996.01,136757.29,22792.88,1
213,79,PI-2025-0078,08047029,20261106,Reforma a centre 08047029,REFORMA,FINALITZAT,2025,2027,3,2026-11-06,2026,30882.78,136757.29,22792.88,1
214,79,PI-2025-0078,08047029,20270218,Reforma a centre 08047029,REFORMA,FINALITZAT,2025,2027,4,2027-02-18,2027,3085.7,136757.29,22792.88,1
215,79,PI-2025-0078,08047029,20260722,Reforma a centre 08047029,REFORMA,FINALITZAT,2025,2027,5,2026-07-22,2026,17319.09,136757.29,22792.88,1
216,79,PI-2025-0078,08047029,20260329,Reforma a centre 08047029,REFORMA,FINALITZAT,2025,2027,6,2026-03-29,2026,33707.03,136757.29,22792.88,1
217,80,PI-2025-0079,08069748,20251108,Accessibilitat a centre 08069748,ACCESSIBILITAT,EN_EXECUCIO,2025,2028,1,2025-11-08,2025,68936.78,218186.98,72728.99,1
218,80,PI-2025-0079,08069748,20270118,Accessibilitat a centre 08069748,ACCESSIBILITAT,EN_EXECUCIO,2025,2028,2,2027-01-18,2027,57327.81,218186.98,72728.99,1
219,80,PI-2025-0079,08069748,20270327,Accessibilitat a centre 08069748,ACCESSIBILITAT,EN_EXECUCIO,2025,2028,3,2027-03-27,2027,19093.88,218186.98,72728.99,1
220,81,PI-2025-0080,08002587,20251001,Reforma a centre 08002587,REFORMA,ATURAT,2025,2028,1,2025-10-01,2025,38049.66,113538.26,113538.26,1
221,82,PI-2024-0081,08045525,20251230,Reforma a centre 08045525,REFORMA,EN_EXECUCIO,2024,2025,1,2025-12-30,2025,17103.03,96292.94,24073.24,1
222,82,PI-2024-0081,08045525,20240906,Reforma a centre 08045525,REFORMA,EN_EXECUCIO,2024,2025,2,2024-09-06,2024,1551.34,96292.94,24073.24,1
223,82,PI-2024-0081,08045525,20251201,Reforma a centre 08045525,REFORMA,EN_EXECUCIO,2024,2025,3,2025-12-01,2025,4427.77,96292.94,24073.24,1
224,82,PI-2024-0081,08045525,20250527,Reforma a centre 08045525,REFORMA,EN_EXECUCIO,2024,2025,4,2025-05-27,2025,1074.1,96292.94,24073.24,1
225,83,PI-2023-0082,08004523,20230726,Reforma a centre 08004523,REFORMA,ATURAT,2023,2025,1,2023-07-26,2023,10029.92,126568.35,42189.45,1
226,83,PI-2023-0082,08004523,20240927,Reforma a centre 08004523,REFORMA,ATURAT,2023,2025,2,2024-09-27,2024,15185.13,126568.35,42189.45,1
227,83,PI-2023-0082,08004523,20240401,Reforma a centre 08004523,REFORMA,ATURAT,2023,2025,3,2024-04-01,2024,20861.34,126568.35,42189.45,1
228,85,PI-2023-0084,08051860,20250508,Reforma a centre 08051860,REFORMA,EN_EXECUCIO,2023,2024,1,2025-05-08,2025,132052.02,213311.87,106655.94,1
229,85,PI-2023-0084,08051860,20230609,Reforma a centre 08051860,REFORMA,EN_EXECUCIO,2023,2024,2,2023-06-09,2023,9709.22,213311.87,106655.94,1
230,86,PI-2024-0085,08050922,20260317,Eficiencia energetica a centre 08050922,EFICIENCIA_ENERGETICA,FINALITZAT,2024,2027,1,2026-03-17,2026,115443.7,222303.63,74101.21,1
231,86,PI-2024-0085,08050922,20250412,Eficiencia energetica a centre 08050922,EFICIENCIA_ENERGETICA,FINALITZAT,2024,2027,2,2025-04-12,2025,5311.51,222303.63,74101.21,1
232,86,PI-2024-0085,08050922,20260524,Eficiencia energetica a centre 08050922,EFICIENCIA_ENERGETICA,FINALITZAT,2024,2027,3,2026-05-24,2026,90828.93,222303.63,74101.21,1
233,87,PI-2026-0086,08001911,20260808,Accessibilitat a centre 08001911,ACCESSIBILITAT,FINALITZAT,2026,2029,1,2026-08-08,2026,2144.47,96792.32,16132.05,1
234,87,PI-2026-0086,08001911,20260513,Accessibilitat a centre 08001911,ACCESSIBILITAT,FINALITZAT,2026,2029,2,2026-05-13,2026,14621.99,96792.32,16132.05,1
235,87,PI-2026-0086,08001911,20260706,Accessibilitat a centre 08001911,ACCESSIBILITAT,FINALITZAT,2026,2029,3,2026-07-06,2026,41038.56,96792.32,16132.05,1
236,87,PI-2026-0086,08001911,20270218,Accessibilitat a centre 08001911,ACCESSIBILITAT,FINALITZAT,2026,2029,4,2027-02-18,2027,15112.75,96792.32,16132.05,1
237,87,PI-2026-0086,08001911,20270415,Accessibilitat a centre 08001911,ACCESSIBILITAT,FINALITZAT,2026,2029,5,2027-04-15,2027,9562.01,96792.32,16132.05,1
238,87,PI-2026-0086,08001911,20260309,Accessibilitat a centre 08001911,ACCESSIBILITAT,FINALITZAT,2026,2029,6,2026-03-09,2026,7667.02,96792.32,16132.05,1
239,91,PI-2025-0090,08048435,20260317,Reforma a centre 08048435,REFORMA,FINALITZAT,2025,2027,1,2026-03-17,2026,1140.12,277189.77,55437.95,1
240,91,PI-2025-0090,08048435,20270124,Reforma a centre 08048435,REFORMA,FINALITZAT,2025,2027,2,2027-01-24,2027,57651.88,277189.77,55437.95,1
241,91,PI-2025-0090,08048435,20260503,Reforma a centre 08048435,REFORMA,FINALITZAT,2025,2027,3,2026-05-03,2026,138849.7,277189.77,55437.95,1
242,91,PI-2025-0090,08048435,20260421,Reforma a centre 08048435,REFORMA,FINALITZAT,2025,2027,4,2026-04-21,2026,46164.08,277189.77,55437.95,1
243,91,PI-2025-0090,08048435,20270131,Reforma a centre 08048435,REFORMA,FINALITZAT,2025,2027,5,2027-01-31,2027,34430.17,277189.77,55437.95,1
244,92,PI-2026-0091,08018091,20270513,Accessibilitat a centre 08018091,ACCESSIBILITAT,FINALITZAT,2026,2028,1,2027-05-13,2027,28628.64,90284.82,18056.96,1
245,92,PI-2026-0091,08018091,20260903,Accessibilitat a centre 08018091,ACCESSIBILITAT,FINALITZAT,2026,2028,2,2026-09-03,2026,27111.96,90284.82,18056.96,1
246,92,PI-2026-0091,08018091,20280425,Accessibilitat a centre 08018091,ACCESSIBILITAT,FINALITZAT,2026,2028,3,2028-04-25,2028,11203.11,90284.82,18056.96,1
247,92,PI-2026-0091,08018091,20260328,Accessibilitat a centre 08018091,ACCESSIBILITAT,FINALITZAT,2026,2028,4,2026-03-28,2026,14828.27,90284.82,18056.96,1
248,92,PI-2026-0091,08018091,20260418,Accessibilitat a centre 08018091,ACCESSIBILITAT,FINALITZAT,2026,2028,5,2026-04-18,2026,4686.2,90284.82,18056.96,1
249,93,PI-2025-0092,08027973,20250619,Reforma a centre 08027973,REFORMA,ADJUDICAT,2025,2027,1,2025-06-19,2025,226.14,144308.43,24051.41,1
250,93,PI-2025-0092,08027973,20250423,Reforma a centre 08027973,REFORMA,ADJUDICAT,2025,2027,2,2025-04-23,2025,18.64,144308.43,24051.41,1
251,93,PI-2025-0092,08027973,20270212,Reforma a centre 08027973,REFORMA,ADJUDICAT,2025,2027,3,2027-02-12,2027,1641.35,144308.43,24051.41,1
252,93,PI-2025-0092,08027973,20261223,Reforma a centre 08027973,REFORMA,ADJUDICAT,2025,2027,4,2026-12-23,2026,2152.74,144308.43,24051.41,1
253,93,PI-2025-0092,08027973,20270131,Reforma a centre 08027973,REFORMA,ADJUDICAT,2025,2027,5,2027-01-31,2027,1046.35,144308.43,24051.41,1
254,93,PI-2025-0092,08027973,20261025,Reforma a centre 08027973,REFORMA,ADJUDICAT,2025,2027,6,2026-10-25,2026,3573.27,144308.43,24051.41,1
255,94,PI-2023-0093,08047081,20240531,Retirada amiant a centre 08047081,RETIRADA_AMIANT,EN_EXECUCIO,2023,2025,1,2024-05-31,2024,947.55,149639.56,29927.91,1
256,94,PI-2023-0093,08047081,20240716,Retirada amiant a centre 08047081,RETIRADA_AMIANT,EN_EXECUCIO,2023,2025,2,2024-07-16,2024,26000.94,149639.56,29927.91,1
257,94,PI-2023-0093,08047081,20241215,Retirada amiant a centre 08047081,RETIRADA_AMIANT,EN_EXECUCIO,2023,2025,3,2024-12-15,2024,15166.41,149639.56,29927.91,1
258,94,PI-2023-0093,08047081,20240508,Retirada amiant a centre 08047081,RETIRADA_AMIANT,EN_EXECUCIO,2023,2025,4,2024-05-08,2024,8300.92,149639.56,29927.91,1
259,94,PI-2023-0093,08047081,20230903,Retirada amiant a centre 08047081,RETIRADA_AMIANT,EN_EXECUCIO,2023,2025,5,2023-09-03,2023,11807.73,149639.56,29927.91,1
260,96,PI-2026-0095,08048320,20280607,Ampliacio a centre 08048320,AMPLIACIO,ADJUDICAT,2026,2029,1,2028-06-07,2028,8405.52,778293.48,129715.58,1
261,96,PI-2026-0095,08048320,20260212,Ampliacio a centre 08048320,AMPLIACIO,ADJUDICAT,2026,2029,2,2026-02-12,2026,8379.16,778293.48,129715.58,1
262,96,PI-2026-0095,08048320,20271128,Ampliacio a centre 08048320,AMPLIACIO,ADJUDICAT,2026,2029,3,2027-11-28,2027,11311.53,778293.48,129715.58,1
263,96,PI-2026-0095,08048320,20270705,Ampliacio a centre 08048320,AMPLIACIO,ADJUDICAT,2026,2029,4,2027-07-05,2027,19.74,778293.48,129715.58,1
264,96,PI-2026-0095,08048320,20260313,Ampliacio a centre 08048320,AMPLIACIO,ADJUDICAT,2026,2029,5,2026-03-13,2026,13213.35,778293.48,129715.58,1
265,96,PI-2026-0095,08048320,20280212,Ampliacio a centre 08048320,AMPLIACIO,ADJUDICAT,2026,2029,6,2028-02-12,2028,5368.31,778293.48,129715.58,1
266,97,PI-2025-0096,08078351,20260708,Reforma a centre 08078351,REFORMA,ADJUDICAT,2025,2028,1,2026-07-08,2026,8725.55,189519.14,63173.05,1
267,97,PI-2025-0096,08078351,20260806,Reforma a centre 08078351,REFORMA,ADJUDICAT,2025,2028,2,2026-08-06,2026,1763.33,189519.14,63173.05,1
268,97,PI-2025-0096,08078351,20261218,Reforma a centre 08078351,REFORMA,ADJUDICAT,2025,2028,3,2026-12-18,2026,882.26,189519.14,63173.05,1
269,98,PI-2024-0097,08048101,20241007,Reforma a centre 08048101,REFORMA,ADJUDICAT,2024,2025,1,2024-10-07,2024,8805.29,146754.77,146754.77,1
270,99,PI-2023-0098,08066759,20231008,Eficiencia energetica a centre 08066759,EFICIENCIA_ENERGETICA,ATURAT,2023,2026,1,2023-10-08,2023,1725.59,229674.8,57418.7,1
271,99,PI-2023-0098,08066759,20240309,Eficiencia energetica a centre 08066759,EFICIENCIA_ENERGETICA,ATURAT,2023,2026,2,2024-03-09,2024,3273.57,229674.8,57418.7,1
272,99,PI-2023-0098,08066759,20241215,Eficiencia energetica a centre 08066759,EFICIENCIA_ENERGETICA,ATURAT,2023,2026,3,2024-12-15,2024,5905.7,229674.8,57418.7,1
273,99,PI-2023-0098,08066759,20230717,Eficiencia energetica a centre 08066759,EFICIENCIA_ENERGETICA,ATURAT,2023,2026,4,2023-07-17,2023,16209.7,229674.8,57418.7,1
274,100,PI-2023-0099,08036378,20250504,Reforma a centre 08036378,REFORMA,FINALITZAT,2023,2026,1,2025-05-04,2025,210780.01,325308.93,81327.23,1
275,100,PI-2023-0099,08036378,20230510,Reforma a centre 08036378,REFORMA,FINALITZAT,2023,2026,2,2023-05-10,2023,31940.0,325308.93,81327.23,1
276,100,PI-2023-0099,08036378,20230709,Reforma a centre 08036378,REFORMA,FINALITZAT,2023,2026,3,2023-07-09,2023,1712.8,325308.93,81327.23,1
277,100,PI-2023-0099,08036378,20240125,Reforma a centre 08036378,REFORMA,FINALITZAT,2023,2026,4,2024-01-25,2024,81772.18,325308.93,81327.23,1
278,102,PI-2023-0101,08043103,20230613,Reforma a centre 08043103,REFORMA,EN_EXECUCIO,2023,2025,1,2023-06-13,2023,9227.64,146761.62,29352.32,1
279,102,PI-2023-0101,08043103,20241011,Reforma a centre 08043103,REFORMA,EN_EXECUCIO,2023,2025,2,2024-10-11,2024,1000.18,146761.62,29352.32,1
280,102,PI-2023-0101,08043103,20230712,Reforma a centre 08043103,REFORMA,EN_EXECUCIO,2023,2025,3,2023-07-12,2023,23671.48,146761.62,29352.32,1
281,102,PI-2023-0101,08043103,20241223,Reforma a centre 08043103,REFORMA,EN_EXECUCIO,2023,2025,4,2024-12-23,2024,8487.31,146761.62,29352.32,1
282,102,PI-2023-0101,08043103,20230914,Reforma a centre 08043103,REFORMA,EN_EXECUCIO,2023,2025,5,2023-09-14,2023,2724.62,146761.62,29352.32,1
283,104,PI-2024-0103,08002368,20240826,Accessibilitat a centre 08002368,ACCESSIBILITAT,FINALITZAT,2024,2026,1,2024-08-26,2024,1092.42,28634.37,5726.87,1
284,104,PI-2024-0103,08002368,20250625,Accessibilitat a centre 08002368,ACCESSIBILITAT,FINALITZAT,2024,2026,2,2025-06-25,2025,11005.88,28634.37,5726.87,1
285,104,PI-2024-0103,08002368,20250702,Accessibilitat a centre 08002368,ACCESSIBILITAT,FINALITZAT,2024,2026,3,2025-07-02,2025,588.97,28634.37,5726.87,1
286,104,PI-2024-0103,08002368,20240506,Accessibilitat a centre 08002368,ACCESSIBILITAT,FINALITZAT,2024,2026,4,2024-05-06,2024,2463.26,28634.37,5726.87,1
287,104,PI-2024-0103,08002368,20240517,Accessibilitat a centre 08002368,ACCESSIBILITAT,FINALITZAT,2024,2026,5,2024-05-17,2024,12018.57,28634.37,5726.87,1
288,106,PI-2026-0105,08002290,20261011,Reforma a centre 08002290,REFORMA,ADJUDICAT,2026,2028,1,2026-10-11,2026,4186.92,69782.03,69782.03,1
289,108,PI-2025-0107,08019319,20270517,Retirada amiant a centre 08019319,RETIRADA_AMIANT,ATURAT,2025,2028,1,2027-05-17,2027,20710.19,142641.0,71320.5,1
290,108,PI-2025-0107,08019319,20261123,Retirada amiant a centre 08019319,RETIRADA_AMIANT,ATURAT,2025,2028,2,2026-11-23,2026,33928.63,142641.0,71320.5,1
291,109,PI-2024-0108,08071135,20260604,Retirada amiant a centre 08071135,RETIRADA_AMIANT,FINALITZAT,2024,2025,1,2026-06-04,2026,25412.42,182078.26,30346.38,1
292,109,PI-2024-0108,08071135,20250405,Retirada amiant a centre 08071135,RETIRADA_AMIANT,FINALITZAT,2024,2025,2,2025-04-05,2025,81894.36,182078.26,30346.38,1
293,109,PI-2024-0108,08071135,20241211,Retirada amiant a centre 08071135,RETIRADA_AMIANT,FINALITZAT,2024,2025,3,2024-12-11,2024,7704.04,182078.26,30346.38,1
294,109,PI-2024-0108,08071135,20240714,Retirada amiant a centre 08071135,RETIRADA_AMIANT,FINALITZAT,2024,2025,4,2024-07-14,2024,35032.93,182078.26,30346.38,1
295,109,PI-2024-0108,08071135,20250412,Retirada amiant a centre 08071135,RETIRADA_AMIANT,FINALITZAT,2024,2025,5,2025-04-12,2025,20598.36,182078.26,30346.38,1
296,109,PI-2024-0108,08071135,20240422,Retirada amiant a centre 08071135,RETIRADA_AMIANT,FINALITZAT,2024,2025,6,2024-04-22,2024,11576.99,182078.26,30346.38,1
297,110,PI-2026-0109,08077241,20270813,Ampliacio a centre 08077241,AMPLIACIO,ADJUDICAT,2026,2027,1,2027-08-13,2027,38153.94,993466.18,496733.09,1
298,110,PI-2026-0109,08077241,20280116,Ampliacio a centre 08077241,AMPLIACIO,ADJUDICAT,2026,2027,2,2028-01-16,2028,21454.03,993466.18,496733.09,1
299,111,PI-2024-0110,08002204,20250105,Reforma a centre 08002204,REFORMA,FINALITZAT,2024,2026,1,2025-01-05,2025,68162.71,178172.2,59390.73,1
300,111,PI-2024-0110,08002204,20251114,Reforma a centre 08002204,REFORMA,FINALITZAT,2024,2026,2,2025-11-14,2025,63887.97,178172.2,59390.73,1
301,111,PI-2024-0110,08002204,20240306,Reforma a centre 08002204,REFORMA,FINALITZAT,2024,2026,3,2024-03-06,2024,49500.89,178172.2,59390.73,1
302,112,PI-2024-0111,08050776,20250512,Eficiencia energetica a centre 08050776,EFICIENCIA_ENERGETICA,ATURAT,2024,2026,1,2025-05-12,2025,41392.58,104633.76,104633.76,1
303,113,PI-2026-0112,08037395,20260927,Eficiencia energetica a centre 08037395,EFICIENCIA_ENERGETICA,FINALITZAT,2026,2028,1,2026-09-27,2026,24539.13,436504.41,87300.88,1
304,113,PI-2026-0112,08037395,20270421,Eficiencia energetica a centre 08037395,EFICIENCIA_ENERGETICA,FINALITZAT,2026,2028,2,2027-04-21,2027,3069.9,436504.41,87300.88,1
305,113,PI-2026-0112,08037395,20270518,Eficiencia energetica a centre 08037395,EFICIENCIA_ENERGETICA,FINALITZAT,2026,2028,3,2027-05-18,2027,15680.4,436504.41,87300.88,1
306,113,PI-2026-0112,08037395,20261228,Eficiencia energetica a centre 08037395,EFICIENCIA_ENERGETICA,FINALITZAT,2026,2028,4,2026-12-28,2026,228044.19,436504.41,87300.88,1
307,113,PI-2026-0112,08037395,20270620,Eficiencia energetica a centre 08037395,EFICIENCIA_ENERGETICA,FINALITZAT,2026,2028,5,2027-06-20,2027,158309.69,436504.41,87300.88,1
308,114,PI-2023-0113,08076273,20230408,Ampliacio a centre 08076273,AMPLIACIO,EN_EXECUCIO,2023,2024,1,2023-04-08,2023,154709.61,754371.75,150874.35,1
309,114,PI-2023-0113,08076273,20241121,Ampliacio a centre 08076273,AMPLIACIO,EN_EXECUCIO,2023,2024,2,2024-11-21,2024,4954.23,754371.75,150874.35,1
